,Anisakis,Anthrax,Ascaris,Avian flu,Babesiosis,Botulism,Brucellosis,Buruliulcer,Campylobacter Infection,Chagas disease,Chickenpox,Chikungunya,Chlamydia Infection,Cholera Infection,Coccidioidomycosis,Communicable disease,Congo-Crimean HF,Coronavirus Infection,Coxsackie Infection,CreutzfeldtJakobDisease,Cryptosporidiosis,Cytomegalovirus,Dengue Fever,Diphtheria,Dracunculus,Ebola Hemorrhagic Fever,Echinococcus,Emerging disease,Enteritis,Enterobiasis,Epstein Barr Virus,Equine encephalitis,Escherichia coli Infection,Fasciola,Fasciolopsiasis,Filariasis,Filovirus,Food poisoning,Food-borne,Giardiasis,Gonococcal,Haemophilus influenzae Infection,Hanta Fever,HendraVirus,Hepatitis A,Hepatitis B,Hepatitis C,Hepatitis E,Herpes,Herpes Zoster,Hookworm,Hymenolepsis,Influenza,Japanese Encephalitis,Kaposis Sarcoma,Lassa Fever,Legionellosis,Leishmaniasis,Leprosy,Leptospirosis,Listeriosis,Lujo,Lyme disease,Lymphogranuloma,MERS,Malaria,Marburg Hemorrhagic Fever,Measles,Meningitis,Mumps,NDM-1,NipahVirus,Norovirus,Nosocomial,Onchocerciasis,Pertussis,Pneumococcal Infection,Pneumonia,Poliomyelitis,Q Fever,Rabies,Respiratory Syncytial Virus Infection,Rickettsiosis,Roseolo virus,Rotavirus,Rubella,SARS,STD,Salmonellosis,Saxitoxin Poisoning,Scabies,Schistosomiasis,SchmallenbergVirus,Shigellosis,Sleeping Sickness,Smallpox,Strongyloidiasis,Swine Flu,Syphilis,TSE,Tetanus,Toxoplasma,Trachoma,Trichinella,Trichomoniasis,Trichuris,Tuberculosis,Tularemia,Typhoid Fever,Viral hepatitis,Visceral Leishmaniasis,West Nile Disease,Yaws,Yellow Fever,Zika Virus
Congo,0.0,1.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,42.0,1.0,4.0,10.0,112.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,827.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,45.0,5.0,84.0,42.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,2.0,4.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,10.0,0.0,1.0,16.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,9.0,0.0,6.0,1.0,3.0,1.0,0.0,10.0,6.0
Thailand,0.0,1.0,1.0,44.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,20.0,0.0,602.0,0.0,1.0,26.0,0.0,25.0,10.0,0.0,48.0,1.0,21.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,3.0,0.0,24.0,5.0,0.0,11.0,4.0,0.0,0.0,12.0,16.0,15.0,21.0,12.0,4.0,2.0,0.0,71.0,1.0,0.0,0.0,0.0,4.0,3.0,9.0,0.0,0.0,4.0,1.0,151.0,23.0,0.0,26.0,4.0,7.0,0.0,1.0,7.0,4.0,0.0,0.0,5.0,49.0,6.0,0.0,15.0,15.0,2.0,0.0,14.0,2.0,6.0,56.0,10.0,1.0,1.0,2.0,0.0,13.0,1.0,1.0,0.0,11.0,12.0,3.0,6.0,4.0,0.0,2.0,0.0,1.0,257.0,0.0,14.0,5.0,0.0,0.0,0.0,8.0,24.0
Bangladesh,0.0,2.0,0.0,27.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,12.0,0.0,387.0,0.0,0.0,1.0,3.0,344.0,2.0,0.0,13.0,0.0,9.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,2.0,1.0,21.0,6.0,0.0,0.0,1.0,2.0,0.0,1.0,5.0,6.0,0.0,0.0,1.0,2.0,0.0,32.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,5.0,1.0,1.0,1.0,10.0,0.0,1.0,1.0,0.0,3.0,13.0,1.0,0.0,2.0,1.0,0.0,0.0,7.0,3.0,1.0,5.0,8.0,0.0,1.0,1.0,0.0,7.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,24.0,3.0,2.0,0.0,0.0,0.0,4.0
South Sudan,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,10.0,1.0,1.0,0.0,39.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,9.0,0.0
Mozambique,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,12.0,4.0,4.0,0.0,179.0,0.0,0.0,2.0,1.0,8.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,1.0,0.0,0.0,6.0,51.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,2.0
Mali,0.0,0.0,1.0,15.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,14.0,0.0,3.0,2.0,260.0,0.0,1.0,5.0,5.0,2.0,33.0,9.0,81.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,11.0,7.0,11.0,4.0,1.0,2.0,15.0,0.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0.0,13.0,0.0,0.0,8.0,0.0,1.0,10.0,1.0,1.0,0.0,10.0,0.0,3.0,53.0,5.0,45.0,1.0,1.0,0.0,0.0,2.0,8.0,4.0,0.0,16.0,4.0,7.0,0.0,3.0,2.0,0.0,0.0,8.0,1.0,6.0,3.0,5.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,4.0,20.0,2.0,0.0,1.0,14.0,0.0,5.0,2.0,2.0,0.0,0.0,2.0,7.0
Romania,0.0,0.0,1.0,109.0,2.0,5.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,77.0,0.0,2508.0,0.0,8.0,9.0,3.0,3.0,0.0,0.0,18.0,2.0,16.0,1.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,13.0,70.0,2.0,6.0,2.0,0.0,0.0,131.0,0.0,0.0,0.0,2.0,0.0,5.0,3.0,23.0,0.0,6.0,0.0,16.0,2.0,0.0,37.0,9.0,0.0,0.0,0.0,0.0,39.0,0.0,2.0,4.0,21.0,14.0,0.0,9.0,2.0,1.0,2.0,8.0,9.0,1971.0,9.0,129.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,23.0,9.0,0.0,1.0,3.0,0.0,99.0,0.0,0.0,16.0,0.0,15.0,47.0,1.0,12.0,1.0,1.0,4.0
Sri Lanka,0.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,325.0,0.0,0.0,0.0,1.0,48.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,10.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Ecuador,0.0,0.0,1.0,9.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,9.0,0.0,479.0,0.0,0.0,0.0,0.0,20.0,6.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,19.0,3.0,0.0,5.0,6.0,0.0,0.0,10.0,0.0,1.0,0.0,1.0,1.0,13.0,0.0,0.0,1.0,2.0,0.0,4.0,10.0,0.0,26.0,0.0,14.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,12.0,1.0,0.0,1.0,1.0,4.0,0.0,12.0,11.0,1.0,17.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,10.0
Guinea,0.0,0.0,2.0,3.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,7.0,4.0,12.0,0.0,133.0,0.0,0.0,1.0,0.0,0.0,1.0,92.0,450.0,5.0,13.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,24.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,6.0,0.0,4.0,21.0,1.0,0.0,0.0,2.0,0.0,2.0,33.0,160.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,17.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,2.0,7.0,0.0,13.0,1.0,0.0,0.0,1.0,12.0,2.0
Ghana,0.0,0.0,2.0,49.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,4.0,1.0,6.0,0.0,142.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,9.0,0.0,6.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,13.0,5.0,0.0,0.0,1.0,9.0,0.0,4.0,0.0,0.0,3.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0,8.0,12.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,2.0,2.0,6.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,2.0,19.0,0.0,0.0,1.0,6.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,10.0,0.0,20.0,2.0,1.0,0.0,0.0,68.0,5.0
Poland,0.0,0.0,2.0,136.0,15.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,647.0,0.0,7.0,6.0,3.0,0.0,264.0,0.0,11.0,2.0,6.0,1.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,23.0,4.0,0.0,3.0,1.0,0.0,0.0,2.0,10.0,13.0,1.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,21.0,0.0,12.0,3.0,0.0,25.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,8.0,2.0,1.0,20.0,8.0,4.0,0.0,3.0,2.0,4.0,39.0,109.0,0.0,0.0,0.0,0.0,41.0,1.0,2.0,0.0,4.0,6.0,15.0,7.0,4.0,1.0,5.0,0.0,1.0,328.0,0.0,25.0,3.0,0.0,0.0,0.0,1.0,6.0
Israel,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,138.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sao Tome and Principe,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Tunisia,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,309.0,0.0,5.0,1.0,1.0,0.0,40.0,0.0,4.0,0.0,23.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,10.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
Colombia,0.0,0.0,1.0,20.0,0.0,3.0,43.0,0.0,1.0,34.0,8.0,9.0,1.0,6.0,0.0,15.0,0.0,1017.0,0.0,0.0,96.0,7.0,103.0,19.0,0.0,29.0,0.0,12.0,7.0,0.0,3.0,22.0,10.0,1.0,0.0,4.0,2.0,14.0,5.0,1.0,5.0,9.0,0.0,0.0,18.0,25.0,11.0,1.0,9.0,5.0,1.0,1.0,14.0,0.0,0.0,1.0,2.0,10.0,13.0,2.0,1.0,0.0,2.0,0.0,9.0,27.0,2.0,86.0,12.0,0.0,0.0,1.0,0.0,3.0,9.0,1.0,3.0,14.0,17.0,0.0,22.0,21.0,4.0,0.0,16.0,33.0,3.0,27.0,14.0,0.0,3.0,4.0,0.0,2.0,0.0,53.0,2.0,22.0,8.0,2.0,0.0,3.0,2.0,0.0,2.0,1.0,16.0,0.0,7.0,3.0,1.0,0.0,0.0,15.0,95.0
Slovakia,0.0,0.0,2.0,27.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,654.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,44.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
Philippines,0.0,0.0,1.0,45.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,110.0,0.0,1465.0,0.0,0.0,6.0,1.0,84.0,1.0,0.0,46.0,0.0,614.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,14.0,2.0,0.0,0.0,1.0,1.0,0.0,4.0,13.0,6.0,0.0,0.0,1.0,6.0,0.0,86.0,5.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,8.0,14.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,9.0,14.0,17.0,1.0,15.0,2.0,1.0,0.0,10.0,6.0,8.0,9.0,1.0,21.0,0.0,17.0,0.0,0.0,0.0,3.0,0.0,11.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,14.0,0.0,13.0,3.0,0.0,0.0,0.0,1.0,10.0
Honduras,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,364.0,1.0,0.0,0.0,0.0,87.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0,16.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,12.0
Luxembourg,0.0,0.0,2.0,39.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,203.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Benin,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,62.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,41.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,3.0
Czechia,0.0,0.0,0.0,147.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,516.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,2.0,0.0,71.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,6.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0
Switzerland,0.0,0.0,0.0,121.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,3.0,7.0,2.0,0.0,41.0,0.0,1433.0,0.0,0.0,47.0,9.0,34.0,13.0,1.0,115.0,10.0,27.0,1.0,3.0,13.0,0.0,19.0,0.0,0.0,3.0,0.0,14.0,4.0,0.0,3.0,9.0,2.0,0.0,3.0,26.0,48.0,10.0,25.0,11.0,1.0,0.0,153.0,0.0,0.0,1.0,9.0,0.0,18.0,1.0,1.0,0.0,10.0,0.0,16.0,79.0,7.0,106.0,16.0,0.0,1.0,0.0,0.0,6.0,11.0,2.0,0.0,9.0,18.0,0.0,4.0,22.0,0.0,0.0,7.0,12.0,2.0,16.0,9.0,1.0,1.0,12.0,0.0,1.0,6.0,17.0,0.0,35.0,12.0,2.0,4.0,5.0,1.0,1.0,1.0,0.0,15.0,0.0,10.0,5.0,0.0,0.0,0.0,21.0,32.0
Monaco,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,71.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Togo,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Burkina Faso,0.0,0.0,0.0,79.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,15.0,1.0,5.0,0.0,83.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,1.0,1.0,4.0,3.0
Saudi Arabia,0.0,0.0,0.0,15.0,1.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,17.0,2.0,3.0,0.0,554.0,1.0,1.0,9.0,2.0,3.0,193.0,0.0,3.0,3.0,136.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,65.0,6.0,0.0,6.0,0.0,4.0,0.0,0.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,1.0,33.0,7.0,0.0,17.0,3.0,5.0,0.0,0.0,0.0,21.0,0.0,0.0,7.0,0.0,17.0,0.0,5.0,0.0,3.0,0.0,1.0,14.0,5.0,6.0,3.0,0.0,0.0,3.0,0.0,1.0,2.0,13.0,0.0,4.0,25.0,8.0,0.0,1.0,6.0,0.0,0.0,0.0,10.0,0.0,2.0,12.0,3.0,0.0,0.0,16.0,1.0
Samoa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0
